id,Name,Address,Lat,Long,Number of Ratings,Restaurant Rating,Type of Restaurant,Number of Bookmarks,Price Range,Phone Number,Website,Instagram,Facebook,Timetable,url
351,Fun Fun,"Carrera de Don Pedro 20,Madrid,Spain",40.411965,-3.714544,6,5.0,"['Mediterranean', 'Spanish']",27,Moderado,+34-691445481,http://funfunmadrid.com/,http://www.instagram.com/funfunmadrid,No facebook,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '18:00 - 00:00', 'Thursday': '18:00 - 00:00', 'Friday': '18:00 - 01:00', 'Saturday': '15:00 - 01:00', 'Sunday': '15:00 - 22:00'}","https://www.happycow.net/reviews/fun-fun-madrid-326214"
352,Label Bar,"Calle Cabestreros 15,Madrid,Spain",40.409034,-3.705055,13,4.5,"['Mediterranean', 'Spanish']",119,Barato,+34-660738893,No website,No instagram,No facebook,"{'Monday': 'Closed', 'Tuesday': '19:00 - 00:00', 'Wednesday': '20:00 - 00:00', 'Thursday': '20:00 - 00:00', 'Friday': '20:00 - 01:00', 'Saturday': '20:00 - 01:00', 'Sunday': '13:00 - 00:00'}","https://www.happycow.net/reviews/label-bar-madrid-82665"
353,Megha Halal Cuisine,"Calle de Lavapiés, 50, Madrid, Spain, 28012",40.409218,-3.701933,6.0,3.5,['Indian'],25,Barato,+34-632634037,https://megha-halal-cuisine.negocio.site/,No instagram,http://facebook.com/MeghaHalalCuisine,"{'Monday': '09:30 - 00:00', 'Tuesday': 'Closed', 'Wednesday': '09:30 - 00:00', 'Thursday': '09:30 - 00:00', 'Friday': '09:30 - 00:00', 'Saturday': '09:30 - 00:00', 'Sunday': '09:30 - 00:00'}",https://www.happycow.net/reviews/megha-halal-cuisine-madrid-172656
354,PASTORA - Café & Bottle Shop,"Carrera de San Francisco, 12, Madrid, Spain, 28005",40.410955,-3.71306,1.0,5.0,"['Western', 'European', 'Spanish']",0,No price range,No phone number,No website,http://www.instagram.com/hola.pastora,No facebook,"{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '09:30 - 19:00', 'Sunday': '09:30 - 19:00'}",https://www.happycow.net/reviews/pastora-cafe-and-bottle-shop-madrid-421361
355,HYPE,"C. del Cardenal Cisneros, 21, Chamberí, Madrid, Spain, 28010",40.430671,-3.701928,2.0,4.0,['American'],0,Moderado,No phone number,https://quierohype.com/,http://www.instagram.com/hypehypehype,No facebook,"{'Monday': '12:30 - 16:00, 20:00 - 00:00', 'Tuesday': '12:30 - 16:00, 20:00 - 00:00', 'Wednesday': '12:30 - 16:00, 20:00 - 00:00', 'Thursday': '12:30 - 00:30', 'Friday': '12:30 - 00:30', 'Saturday': '12:30 - 00:30', 'Sunday': '12:30 - 00:30'}",https://www.happycow.net/reviews/hype-madrid-400964
356,127 Taipei Bar,"Calle Fúcar, 14, Madrid, Spain, 28014",40.411477,-3.695678,13.0,3.5,"['Chinese', 'Taiwanese']",26,Barato,+34-622288127,No website,No instagram,No facebook,"{'Monday': 'Closed', 'Tuesday': '13:00 - 17:30, 19:30 - 23:00', 'Wednesday': '13:00 - 17:30, 19:30 - 23:00', 'Thursday': '13:00 - 17:30, 19:30 - 23:30', 'Friday': '13:00 - 17:30, 19:30 - 23:30', 'Saturday': '13:00 - 17:30, 19:30 - 23:30', 'Sunday': '13:00 - 17:30, 19:30 - 23:00'}",https://www.happycow.net/reviews/127-taipei-bar-madrid-142505
357,Café del Rey,"P.º del Rey, 22, Moncloa - Aravaca, Madrid, Spain, 28008",40.422334,-3.718898,1.0,4.0,"['International', 'Mediterranean', 'European', 'Spanish']",0,Moderado,+34-918053931,https://cafedelrey.es/,http://www.instagram.com/cafedelrey22,http://facebook.com/cafedelrey22,"{'Monday': '10:00 - 00:00', 'Tuesday': '10:00 - 00:00', 'Wednesday': '10:00 - 00:00', 'Thursday': '10:00 - 00:00', 'Friday': '10:00 - 01:00', 'Saturday': '10:00 - 01:00', 'Sunday': '10:00 - 00:00'}",https://www.happycow.net/reviews/cafe-del-rey-madrid-417505
358,The Cookie Lab,"Calle Fuencarral, 125, Madrid, Spain, 28010",40.430879,-3.703416,4.0,4.0,[],7,No price range,+34-915007615,https://thecookielab.es/,No instagram,No facebook,"{'Monday': '09:00 - 20:30', 'Tuesday': '09:00 - 20:30', 'Wednesday': '09:00 - 20:30', 'Thursday': '09:00 - 20:30', 'Friday': '09:00 - 21:00', 'Saturday': '10:00 - 21:00', 'Sunday': '10:00 - 20:00'}",https://www.happycow.net/reviews/the-cookie-lab-madrid-233229
359,Slow Café,"C. del Mediodía Grande, 20, Madrid, Spain, 28005",40.410125,-3.711584,10.0,4.5,[],21,No price range,No phone number,No website,http://www.instagram.com/slowcafe.madrid,http://facebook.com/slowcafe.madrid,"{'Monday': '09:00 - 19:00', 'Tuesday': '09:00 - 19:00', 'Wednesday': '09:00 - 19:00', 'Thursday': '09:00 - 19:00', 'Friday': '09:00 - 19:00', 'Saturday': '10:00 - 19:00', 'Sunday': '10:00 - 19:00'}",https://www.happycow.net/reviews/slow-cafe-madrid-259035
360,Brutal Burrito - Lavapiés,"Pl. Lavapiés, 2, Madrid, Spain, 28012",40.409174,-3.701145,0.0,0.0,"['American', 'Mexican']",0,Moderado,+34-659348246,https://www.brutalburrito.com/,http://www.instagram.com/brutal_burrito,http://facebook.com/100083620507942,"{'Monday': '17:30 - 22:30', 'Tuesday': '17:30 - 22:30', 'Wednesday': '17:30 - 22:30', 'Thursday': '17:30 - 22:30', 'Friday': '17:30 - 22:30', 'Saturday': '17:30 - 22:30', 'Sunday': '17:30 - 22:30'}",https://www.happycow.net/reviews/brutal-burrito-madrid-368507
361,La Cabra en el Tejado,"Calle de Santa Ana, 29, Madrid, Spain, 28005",40.409307,-3.709502,6.0,3.5,"['International', 'Mediterranean', 'Asian', 'French', 'Fusion', 'Spanish']",36,Barato,+34-911424643,https://www.lacabraeneltejado.com/,http://www.instagram.com/lacabraeneltejado,http://facebook.com/pg/lacabrabar,"{'Monday': '13:00 - 02:00', 'Tuesday': '13:00 - 02:00', 'Wednesday': '13:00 - 02:00', 'Thursday': '13:00 - 02:00', 'Friday': '13:00 - 02:00', 'Saturday': '13:30 - 02:30', 'Sunday': '11:00 - 02:00'}",https://www.happycow.net/reviews/la-cabra-en-el-tejado-madrid-109635
362,El Fogon Verde,"Calle de la Alameda, 4, Madrid, Spain, 28014",40.412327,-3.694076,74.0,4.5,"['Mediterranean', 'Spanish']",102,Moderado,+34-911997938,http://elfogonverde.net/,No instagram,http://facebook.com/elfogonverde,"{'Monday': '13:00 - 16:00', 'Tuesday': '13:00 - 16:00', 'Wednesday': '13:00 - 16:00', 'Thursday': '13:00 - 16:00', 'Friday': '13:00 - 16:00', 'Saturday': '13:00 - 16:00', 'Sunday': '13:00 - 16:00'}",https://www.happycow.net/reviews/el-fogon-verde-madrid-76468
363,Tapioqueria,"Calle de la Fe, 1, Madrid, Spain, 28012",40.409111,-3.700838,1.0,3.0,"['Latin', 'Brazilian']",6,Barato,+34-622166941,https://tapioqueria.negocio.site/,http://www.instagram.com/tapioqueriamadrid,http://facebook.com/tapioqueria,"{'Monday': 'Closed', 'Tuesday': '14:00 - 23:00', 'Wednesday': '14:00 - 23:00', 'Thursday': '14:00 - 23:00', 'Friday': '14:00 - 23:00', 'Saturday': '13:00 - 23:00', 'Sunday': '13:00 - 23:00'}",https://www.happycow.net/reviews/tapioqueria-madrid-229896
364,umami," C de la Alameda, No 1, Madrid, Spain, 28014",40.412455,-3.693843,20.0,4.5,[],32,No price range,+34-910722473,https://umamispecialtycoffee.com/,http://www.instagram.com/umami_specialtycoffee,http://facebook.com/Umami-Specialty-Coffee-104301154900607,"{'Monday': 'Closed', 'Tuesday': '07:30 - 20:00', 'Wednesday': '07:30 - 20:00', 'Thursday': '07:30 - 20:00', 'Friday': '07:30 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'}",https://www.happycow.net/reviews/umami-madrid-280603
365,El Miau De Fucar,"Calle del Fúcar, 15, Madrid, Spain, 28014",40.411126,-3.695565,4.0,4.0,['Spanish'],9,Moderado,+34-677218285,No website,No instagram,No facebook,"{'Monday': '09:00 - 09:30', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': 'Closed', 'Saturday': 'Closed', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/el-miau-de-fucar-madrid-296416
366,Santa y Pura,"Calle de Santa Isabel, 27, Madrid, Spain, 28012",40.410209,-3.69726,190.0,5.0,"['Italian', 'Spanish']",431,Moderado,+34-911667824,http://www.santaypura.es/,http://www.instagram.com/santaypuravegan,http://facebook.com/SantayPuraVegan,"{'Monday': '18:00 - 00:00', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '11:00 - 00:00', 'Saturday': '11:00 - 00:00', 'Sunday': '11:00 - 00:00'}",https://www.happycow.net/reviews/santa-y-pura-madrid-219680
367,Etual Café,"C. de la Alameda, 8, Madrid, Spain, 28014",40.412107,-3.694034,1.0,4.0,['Spanish'],1,No price range,No phone number,No website,http://www.instagram.com/etualcafe,No facebook,"{'Monday': '08:30 - 20:00', 'Tuesday': '08:30 - 20:00', 'Wednesday': '08:30 - 20:00', 'Thursday': '08:30 - 20:00', 'Friday': '08:30 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'}",https://www.happycow.net/reviews/etual-cafe-madrid-408824
368,Pure Cuisine,"2, Paseo de la Florida, Madrid, Spain, 28008",40.421551,-3.719734,2.0,4.0,"['Chinese', 'Thai', 'Asian', 'Fusion']",5,Barato,+34-935416286,http://www.purecuisine.es/,No instagram,http://facebook.com/purecuisineasianhealthyfood,"{'Monday': '12:30 - 23:00', 'Tuesday': '12:30 - 23:00', 'Wednesday': '12:30 - 23:00', 'Thursday': '12:30 - 23:00', 'Friday': '12:30 - 23:00', 'Saturday': '12:30 - 23:00', 'Sunday': '12:30 - 23:00'}",https://www.happycow.net/reviews/pure-cuisine-madrid-236194
369,Il Tavolo Verde,"Calle Villalar, 6, Madrid, Spain, 28001",40.421239,-3.689716,2.0,3.5,['Spanish'],11,Moderado,+34-918051512,http://iltavoloverde.com/,No instagram,http://facebook.com/iltavoloverde.madrid,"{'Monday': '09:00 - 20:00', 'Tuesday': '09:00 - 20:00', 'Wednesday': '09:00 - 20:00', 'Thursday': '09:00 - 20:00', 'Friday': '09:00 - 20:00', 'Saturday': '10:00 - 20:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/il-tavolo-verde-madrid-233559
370,Juya Sushi,"Calle Zurita 41,Madrid,Spain",40.408894,-3.699890,1,3.0,['Japanese'],3,Barato,+34-647842703,No website,No instagram,http://facebook.com/Juyasushi,"{'Monday': 'Closed', 'Tuesday': '13:30 - 17:00, 20:00 - 00:00', 'Wednesday': '13:30 - 17:00, 20:00 - 00:00', 'Thursday': '13:30 - 17:00, 20:00 - 00:00', 'Friday': '13:30 - 17:00, 20:00 - 00:00', 'Saturday': '13:30 - 17:00, 20:00 - 00:00', 'Sunday': '13:30 - 17:00, 20:00 - 00:00'}","https://www.happycow.net/reviews/juya-sushi-madrid-94458"
371,Aarde,"Pl. de la Independencia, 10, Madrid, Spain, 28001",40.419529,-3.689593,1.0,3.0,"['International', 'Fusion', 'African']",2,Caro,+34-910889330,http://www.aarde.es/,http://www.instagram.com/aarderestaurante,http://facebook.com/aarde.madrid,"{'Monday': '12:30 - 00:00', 'Tuesday': '12:30 - 00:00', 'Wednesday': '12:30 - 00:00', 'Thursday': '12:30 - 01:00', 'Friday': '12:30 - 01:00', 'Saturday': '12:30 - 01:00', 'Sunday': '12:30 - 00:00'}",https://www.happycow.net/reviews/aarde-madrid-408704
372,Cafelito,"20 Calle del Sombrerete, Madrid, Spain, 28012",40.408355,-3.702738,5.0,4.0,['Western'],1,No price range,+34-910843096,https://cafelito.es/,http://www.instagram.com/cafelitomadrid,No facebook,"{'Monday': '08:00 - 21:00', 'Tuesday': '08:00 - 21:00', 'Wednesday': '08:00 - 21:00', 'Thursday': '08:00 - 21:00', 'Friday': '08:00 - 21:00', 'Saturday': '09:00 - 21:00', 'Sunday': '09:00 - 21:00'}",https://www.happycow.net/reviews/cafelito-madrid-403842
373,El Obrador de la Paka,"Calle Amparo, 67, Madrid, Spain, 28012",40.40848,-3.70178,16.0,5.0,[],39,No price range,No phone number,https://www.elobradordelapaka.com/,http://www.instagram.com/el_obrador_de_la_paka,No facebook,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '10:00 - 15:00', 'Thursday': '10:00 - 15:00', 'Friday': '10:00 - 15:00', 'Saturday': '09:30 - 16:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/el-obrador-de-la-paka-madrid-377024
374,MUDRA Plant Based ,"13 Calle de Recoletos, Madrid, Spain, 28001",40.421787,-3.689733,122.0,4.5,"['International', 'Mediterranean', 'Fusion', 'Middle Eastern', 'Latin']",270,Caro,+34-600362581,https://mudramadrid.com/,http://www.instagram.com/mudramadrid,No facebook,"{'Monday': '12:30 - 00:00', 'Tuesday': '12:30 - 00:00', 'Wednesday': '12:30 - 00:00', 'Thursday': '12:30 - 00:30', 'Friday': '12:30 - 00:30', 'Saturday': '12:30 - 00:30', 'Sunday': '12:30 - 00:00'}",https://www.happycow.net/reviews/mudra-plant-based-madrid-278386
375,Hakuna Matata Veggie,"Calle Galileo 12, Madrid, Spain, 28015",40.430918,-3.710305,185.0,4.5,"['Mediterranean', 'Spanish']",295,Moderado,+34-618355522,http://hakunamatataveggie.com/,http://www.instagram.com/hmvegano,http://facebook.com/HMVegano,"{'Monday': '13:00 - 17:30, 19:30 - 00:00', 'Tuesday': '13:00 - 17:30, 19:30 - 00:00', 'Wednesday': '13:00 - 17:30, 19:30 - 00:00', 'Thursday': '13:00 - 17:30, 19:30 - 00:00', 'Friday': '13:00 - 17:30, 19:30 - 00:30', 'Saturday': '13:00 - 17:30, 19:30 - 00:30', 'Sunday': '13:00 - 17:30, 19:30 - 00:00'}",https://www.happycow.net/reviews/hakuna-matata-veggie-madrid-110329
376,Subway - Principe Pio,"P.º de la Florida, 2 (at Principe Pio),Madrid,Spain,28008",40.421716,-3.720187,0,3.0,['American'],0,Barato,+34-900961513,https://subwayspain.com/,No instagram,http://facebook.com/subwayspain,"{'Monday': '08:00 - 23:00', 'Tuesday': '08:00 - 23:00', 'Wednesday': '08:00 - 23:00', 'Thursday': '08:00 - 23:00', 'Friday': '08:00 - 00:00', 'Saturday': '08:00 - 00:00', 'Sunday': '09:00 - 23:00'}",https://www.happycow.net/reviews/subway-madrid-342455
377,Goconut - P de la Florida,"P de la Florida, 2, Moncloa - Aravaca, Madrid, Spain, 28008",40.421716,-3.720187,0.0,0.0,[],0,No price range,+34-976619263,https://goconut.es/,http://www.instagram.com/goconut_es,No facebook,"{'Monday': '10:00 - 22:00', 'Tuesday': '10:00 - 22:00', 'Wednesday': '10:00 - 22:00', 'Thursday': '10:00 - 22:00', 'Friday': '10:00 - 22:00', 'Saturday': '10:00 - 22:00', 'Sunday': '11:00 - 22:00'}",https://www.happycow.net/reviews/goconut-madrid-420498
378,Pizzería Carlos - Vallehermoso,"C. de Vallehermoso, 16, Chamberí, Madrid, Spain, 28015",40.431434,-3.708751,1.0,4.0,"['Italian', 'European']",0,Moderado,+34-919993311,https://www.pizzeriascarlos.es/,http://www.instagram.com/pizzeriascarlos,http://facebook.com/pizzeriascarlosoficial,"{'Monday': '13:00 - 16:00, 19:30 - 00:00', 'Tuesday': '13:00 - 16:00, 19:30 - 00:00', 'Wednesday': '13:00 - 16:00, 19:30 - 00:00', 'Thursday': '13:00 - 16:00, 19:30 - 00:00', 'Friday': '13:00 - 02:00', 'Saturday': '13:00 - 02:00', 'Sunday': '13:00 - 01:00'}",https://www.happycow.net/reviews/pizzeria-carlos-madrid-421604
379,Seara Café,"C. de Ferraz, 13, Madrid, Spain, 28008",40.426532,-3.717831,1.0,1.0,"['International', 'Spanish']",0,No price range,+34-653068434,https://seara-cafe.business.site/,http://www.instagram.com/seara.cafe,http://facebook.com/Searacafe,"{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '10:00 - 18:00', 'Sunday': '10:00 - 15:00'}",https://www.happycow.net/reviews/seara-cafe-madrid-357929
380,Pans & Company - Principe Pio,"Centro Comercial Principe Pio, Paseo de la Florida, 2, Madrid, Spain, 28008",40.421946,-3.720291,2.0,3.5,"['Mediterranean', 'Spanish']",2,Barato,+34-915470236,https://www.pansandcompany.com/,http://www.instagram.com/pansandco,http://facebook.com/pansandcompany,"{'Monday': '10:00 - 23:00', 'Tuesday': '10:00 - 23:00', 'Wednesday': '10:00 - 23:00', 'Thursday': '10:00 - 23:00', 'Friday': '10:00 - 00:00', 'Saturday': '10:00 - 00:00', 'Sunday': '10:00 - 23:00'}",https://www.happycow.net/reviews/pans-and-company-madrid-190222
381,Oliveto,"45 Calle de Santa Isabel, Madrid, Spain, 28012",40.40979,-3.696468,1.0,4.0,['Italian'],2,Moderado,+34-911998269,http://www.oliveto.es/,No instagram,No facebook,"{'Monday': '13:30 - 16:00, 20:30 - 23:30', 'Tuesday': '13:30 - 16:00, 20:30 - 23:30', 'Wednesday': '13:30 - 16:00, 20:30 - 23:30', 'Thursday': '13:30 - 16:00, 20:30 - 23:30', 'Friday': '13:30 - 16:30, 20:30 - 00:00', 'Saturday': '13:30 - 16:30, 19:30 - 00:00', 'Sunday': '13:30 - 16:30, 20:30 - 23:30'}",https://www.happycow.net/reviews/oliveto-madrid-294822
382,Café de Ratas,"C. del Salitre, 44, Centro, Madrid, Spain, 28012",40.408633,-3.699489,1.0,4.0,"['International', 'European', 'Spanish']",0,Moderado,+34-910410457,No website,http://www.instagram.com/cafederratas,http://facebook.com/cafederratas,"{'Monday': '00:30 - 01:00', 'Tuesday': '19:30 - 00:00', 'Wednesday': '00:30 - 02:00, 19:30 - 00:00', 'Thursday': '00:30 - 02:00, 19:30 - 00:00', 'Friday': '00:30 - 02:00, 19:30 - 02:30', 'Saturday': '19:30 - 02:30', 'Sunday': '17:30 - 00:00'}",https://www.happycow.net/reviews/cafe-de-ratas-madrid-396610
383,La Loca de Enfrente,"C del Carnero, 10, Madrid, Spain, 28005",40.408285,-3.708785,24.0,4.5,"['International', 'Mediterranean', 'European', 'Spanish']",65,Moderado,+34-656664365,No website,http://www.instagram.com/lalocadeenfrente,http://facebook.com/lalocadeenfrente.madrid,"{'Monday': 'Closed', 'Tuesday': '08:30 - 19:30', 'Wednesday': '08:30 - 19:30', 'Thursday': '08:30 - 19:30', 'Friday': '08:30 - 19:30', 'Saturday': '08:30 - 19:30', 'Sunday': '08:30 - 19:30'}",https://www.happycow.net/reviews/la-loca-de-enfrente-madrid-377650
384,TAM COC,"Calle de Mira el Sol, 2, Madrid, Spain, 28005",40.407878,-3.704744,2.0,4.0,"['Asian', 'Vietnamese']",4,Moderado,+34-910571579,http://tamcoc.eatbu.com/,No instagram,http://facebook.com/restaurantetamcoc,"{'Monday': '18:00 - 23:00', 'Tuesday': 'Closed', 'Wednesday': '18:00 - 23:00', 'Thursday': '18:00 - 23:00', 'Friday': '18:00 - 23:30', 'Saturday': '13:00 - 23:30', 'Sunday': '13:00 - 23:00'}",https://www.happycow.net/reviews/tam-coc-madrid-226253
385,Novo Mundo,"Calle del Carnero 9, Madrid, Spain, 28005",40.408213,-3.708609,2.0,3.0,[],0,No price range,+34-918025962,No website,http://www.instagram.com/novomundo.es,http://facebook.com/novomundo.es,"{'Monday': '08:30 - 18:00', 'Tuesday': '08:30 - 18:00', 'Wednesday': '08:30 - 18:00', 'Thursday': '08:30 - 18:00', 'Friday': '08:30 - 20:00', 'Saturday': '08:30 - 18:00', 'Sunday': '08:30 - 16:00'}",https://www.happycow.net/reviews/novo-mundo-madrid-408956
386,Pum Pum Cafe,"Tribulete, 6,Madrid,Spain",40.408071,-3.701974,37,4.0,"['European', 'Spanish']",77,Moderado,+34-686785522,https://www.pumpumcafe.com/,No instagram,http://facebook.com/pumpumcafe,"{'Monday': '09:00 - 20:00', 'Tuesday': '09:00 - 20:00', 'Wednesday': '09:00 - 20:00', 'Thursday': '09:00 - 20:00', 'Friday': '09:00 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'}","https://www.happycow.net/reviews/pum-pum-cafe-madrid-73911"
387,El Campesino Burger,"Calle de Atocha, 111, Madrid, Spain, 28012",40.410415,-3.694831,5.0,3.0,"['American', 'Western']",5,Moderado,+34-722797160,http://campesinoburger.eltenedor.rest/,No instagram,No facebook,"{'Monday': '09:30 - 17:00, 20:30 - 23:00', 'Tuesday': 'Closed', 'Wednesday': '09:30 - 17:00, 20:30 - 23:00', 'Thursday': '09:30 - 17:00, 20:30 - 23:00', 'Friday': '09:30 - 17:00, 20:30 - 23:00', 'Saturday': '10:00 - 17:30, 20:30 - 23:00', 'Sunday': '10:00 - 17:00'}",https://www.happycow.net/reviews/el-campesino-burger-madrid-107070
388,Lingueer Saveurs d'Afrik - Food Stall,"Mercado de San Fernando, C de Embajadores, 41, Madrid, Spain, 28012",40.407734,-3.703653,2.0,3.5,['African'],1,Barato,+34-632859191,No website,http://www.instagram.com/lingueer_dafrik,http://facebook.com/people/Lingueer-Saveurs-dAfrik/100063849020787,"{'Monday': 'Closed', 'Tuesday': '10:30 - 21:00', 'Wednesday': '10:30 - 21:00', 'Thursday': '10:30 - 21:00', 'Friday': '10:30 - 21:00', 'Saturday': '10:30 - 17:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/lingueer-saveurs-dafrik-madrid-335477
389,Lady Bongo,"C. de Serrano, 1, Salamanca, Madrid, Spain, 28001",40.42083,-3.688808,2.0,4.0,"['Japanese', 'Asian', 'Fusion']",0,Moderado,+34-662299479,https://ladybongo.com/,http://www.instagram.com/ladybongomadrid,No facebook,"{'Monday': 'Closed', 'Tuesday': '13:00 - 02:00', 'Wednesday': '13:00 - 02:00', 'Thursday': '13:00 - 02:00', 'Friday': '13:00 - 02:30', 'Saturday': '13:00 - 02:30', 'Sunday': '13:00 - 02:00'}",https://www.happycow.net/reviews/lady-bongo-madrid-408706
390,Yan Ken Pon - Mercado San Fernando,"Calle de Embajadores, 41, Madrid, Spain, 28012",40.407657,-3.703537,5.0,4.0,"['Japanese', 'Asian']",8,Moderado,+34-682822505,http://www.yankenpon.com/,No instagram,http://facebook.com/YankenponSushi,"{'Monday': 'Closed', 'Tuesday': '13:30 - 16:30, 20:00 - 23:00', 'Wednesday': '13:30 - 16:30, 20:00 - 23:00', 'Thursday': '13:30 - 16:30, 20:00 - 23:00', 'Friday': '13:30 - 16:30, 20:00 - 00:00', 'Saturday': '20:00 - 00:00', 'Sunday': '20:00 - 23:00'}",https://www.happycow.net/reviews/yan-ken-pon-madrid-84143
391,La Alpargata,"Mercado de San Fernando, Calle de Embajadores, 41, Madrid, Spain, 28012",40.407633,-3.703585,63.0,4.5,"['European', 'Spanish']",233,Barato,+34-696398110,No website,http://www.instagram.com/alpargatavegana,http://facebook.com/laalpargatalavapies,"{'Monday': 'Closed', 'Tuesday': '13:00 - 22:00', 'Wednesday': '13:00 - 22:00', 'Thursday': '13:00 - 22:00', 'Friday': '13:00 - 23:00', 'Saturday': '13:00 - 23:00', 'Sunday': '13:00 - 17:00'}",https://www.happycow.net/reviews/la-alpargata-madrid-70641
392,Tsunami Nikkei Chamberi ,"C. de Luchana, 27, Madrid, Spain, 28010",40.431504,-3.699213,0.0,0.0,"['Japanese', 'Fusion', 'Latin']",0,Moderado,+34-600959796,https://tsunaminikkei.com/,http://www.instagram.com/tsunaminikkeimadrid,http://facebook.com/TsunamiNikkeiMadrid/?locale=es_ES,"{'Monday': '07:00 - 17:00', 'Tuesday': '07:30 - 16:30, 19:30 - 00:00', 'Wednesday': '07:30 - 16:30, 19:30 - 00:00', 'Thursday': '07:30 - 16:30, 19:30 - 00:00', 'Friday': '07:30 - 16:30, 19:30 - 02:00', 'Saturday': '12:30 - 16:30, 19:30 - 02:00', 'Sunday': '12:30 - 16:30, 19:30 - 02:00'}",https://www.happycow.net/reviews/tsunami-nikkei-chamberi-madrid-421694
393,Minato,"Calle de Olid, 15, Madrid, Spain, 28010",40.432073,-3.701835,0,0,"['Japanese', 'Asian']",0,Moderado,+34-914486907,No website,http://www.instagram.com/minato_madrid,No facebook,"{'Monday': 'Closed', 'Tuesday': '20:30 - 23:00', 'Wednesday': '13:30 - 16:00, 20:30 - 23:00', 'Thursday': '13:30 - 16:00, 20:30 - 23:00', 'Friday': '13:30 - 16:00, 20:30 - 23:30', 'Saturday': '13:30 - 16:00, 20:30 - 23:30', 'Sunday': '13:30 - 16:00'}",https://www.happycow.net/reviews/minato-madrid-303002
394,Zúccaru - Chamberí,"Calle de Palafox, 20, Chamberí, Madrid, Spain, 28010",40.432019,-3.701415,1,5.0,[],0,No price range,+34-639330801,http://www.zuccaru.com/,http://www.instagram.com/zuccaru_gelato,http://facebook.com/zuccaru,"{'Monday': '10:00 - 00:00', 'Tuesday': '10:00 - 00:00', 'Wednesday': '10:00 - 00:00', 'Thursday': '10:00 - 00:00', 'Friday': '10:00 - 01:00', 'Saturday': '10:00 - 01:00', 'Sunday': '10:00 - 00:00'}",https://www.happycow.net/reviews/zuccaru-madrid-424100
395,El Capricho Extremeño,"C de Carlos Arniches, 30, Madrid, Spain, 28005",40.407818,-3.708490,2,4.0,"['Mediterranean', 'Spanish']",4,Barato,+34-913655841,No website,http://www.instagram.com/el_capricho_extremeno,No facebook,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': 'Closed', 'Saturday': '12:00 - 17:00', 'Sunday': '09:00 - 17:00'}",https://www.happycow.net/reviews/el-capricho-extremeno-madrid-289754
396,Dosis Cafe,"Calle de Gonzalo de Córdoba, 3, Chamberí, Madrid, Spain, 28010",40.432330,-3.703260,1,5.0,[],0,No price range,+34-674769601,No website,http://www.instagram.com/dosiscafe,No facebook,"{'Monday': '08:30 - 20:00', 'Tuesday': '08:30 - 20:00', 'Wednesday': '08:30 - 20:00', 'Thursday': '08:30 - 20:00', 'Friday': '08:30 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'}",https://www.happycow.net/reviews/dosis-cafe-madrid-406743
397,Romero Verde,"C/ Gonzalo de Córdoba, 5, Madrid, Spain, 28010",40.432399,-3.703123,52,5.0,['Spanish'],205,Moderado,+34-623188141,http://www.romeroverde.es/,http://www.instagram.com/ohromeroverde,http://facebook.com/RomeroVerdeVegan,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '13:30 - 16:30', 'Thursday': '13:30 - 16:30, 20:30 - 23:30', 'Friday': '13:30 - 17:00, 20:30 - 23:30', 'Saturday': '13:30 - 17:00, 20:30 - 23:30', 'Sunday': '13:30 - 17:00'}",https://www.happycow.net/reviews/romero-verde-madrid-181898
